,District,State,Latitude,Longitude
563,Vellore,Tamil Nadu,12.7948109,79.0006410968549
564,Viluppuram,Tamil Nadu,11.9137874,79.50789297942772
565,Virudhunagar,Tamil Nadu,9.5208936,77.8784563961865
566,Adilabad,Telangana,19.5,78.5
567,Bhadradri Kothagudem,Telangana,17.71534525,80.57149761778712
568,Hyderabad,Telangana,17.3616079,78.4746286
569,Jagtial,Telangana,18.82135895,78.91506632525903
570,Jangaon,Telangana,17.7265463,79.25901524867399
571,Jayashankar Bhupalapally,Telangana,18.515987199999998,79.96939659792528
572,Jogulamba Gadwal,Telangana,16.0999202,77.73415835077523
573,Kamareddy,Telangana,18.316551,78.05393808043348
574,Karimnagar,Telangana,18.4346438,79.1322648
575,Khammam,Telangana,17.5,80.333333
576,Mahabubabad,Telangana,17.7138983,80.04134252767227
577,Mahabubnagar,Telangana,16.696568550000002,77.95911462089693
578,Mancherial,Telangana,18.8761795,79.4449696
579,Medak,Telangana,17.9375095,78.21174498510584
580,Medchal Malkajgiri,Telangana,17.53498345,78.52463873502381
581,Mulugu,Telangana,18.1932372,79.9413676
582,Nagarkurnool,Telangana,16.415762649999998,78.68304333132829
583,Nalgonda,Telangana,16.8579636,79.21749353315548
584,Narayanpet,Telangana,16.700551750000002,77.61648447017446
585,Nirmal,Telangana,19.091520950000003,78.39660898429065
586,Nizamabad,Telangana,18.75,78.25
587,Peddapalli,Telangana,18.62065305,79.49501710882896
588,Rajanna Sircilla,Telangana,18.452116,78.76455837158737
589,Ranga Reddy,Telangana,17.3715723,78.5426289
590,Sangareddy,Telangana,17.86859205,77.8228199507381
591,Siddipet,Telangana,18.005585099999998,78.89611304969961
592,Suryapet,Telangana,17.08001385,79.7925329742427
593,Vikarabad,Telangana,17.2702855,77.74529700637382
594,Wanaparthy,Telangana,16.285294399999998,77.98644727021286
595,Warangal Rural,Telangana,17.94854255,79.81612399359742
596,Warangal Urban,Telangana,18.02625695,79.46444493996634
597,Yadadri Bhuvanagiri,Telangana,17.42819665,79.09049097612105
598,Dhalai,Tripura,23.8253158,91.9732226716333
599,Gomati,Tripura,23.4613369,91.60718003817723
600,Khowai,Tripura,24.04673835,91.62320953646798
601,North Tripura,Tripura,24.092147599999997,92.24512135019847
602,South Tripura,Tripura,23.5,91.666667
603,Unokoti,Tripura,24.19098485,92.04604830534434
604,West Tripura,Tripura,23.916667,91.5
605,Agra,Uttar Pradesh,27.1752554,78.0098161
606,Aligarh,Uttar Pradesh,27.87698975,78.13729027600994
607,Ambedkar Nagar,Uttar Pradesh,26.40349795,82.60728148676125
608,Amethi,Uttar Pradesh,26.34738315,81.6238783207884
609,Amroha,Uttar Pradesh,28.9233969,78.48831693262684
610,Auraiya,Uttar Pradesh,26.65573395,79.51504701181831
611,Azamgarh,Uttar Pradesh,26.02269675,83.02887343114848
612,Baghpat,Uttar Pradesh,28.97240405,77.33315284938224
613,Bahraich,Uttar Pradesh,27.7336958,81.47732127661058
614,Ballia,Uttar Pradesh,25.877932549999997,84.11995931460379
615,Balrampur,Uttar Pradesh,27.4504805,82.39541774073132
616,Banda,Uttar Pradesh,25.5008211,80.499762
617,Barabanki,Uttar Pradesh,26.93823105,81.38609761204991
618,Bareilly,Uttar Pradesh,28.457876,79.40557093743058
619,Basti,Uttar Pradesh,27.25,83.0
620,Bhadohi,Uttar Pradesh,25.422922749999998,82.48843708088575
621,Bijnor,Uttar Pradesh,29.40604895,78.48087839917878
622,Budaun,Uttar Pradesh,28.06831165,79.04607312079293
623,Bulandshahr,Uttar Pradesh,28.38886085,77.97479772598118
624,Chandauli,Uttar Pradesh,25.1265777,83.2496557733391
625,Chitrakoot,Uttar Pradesh,25.2195207,81.102282425
626,Deoria,Uttar Pradesh,26.42384715,83.76273169028727
627,Etah,Uttar Pradesh,27.5541146,78.60078640304634
628,Etawah,Uttar Pradesh,26.718324350000003,79.09025375025163
629,Ayodhya,Uttar Pradesh,26.7990707,82.2052321
630,Farrukhabad,Uttar Pradesh,27.43719385,79.48912946503123
631,Fatehpur,Uttar Pradesh,25.8435395,80.91800397088501
632,Firozabad,Uttar Pradesh,27.17736635,78.38991197951182
633,Gautam Buddha Nagar,Uttar Pradesh,28.36760975,77.59740326369902
634,Ghaziabad,Uttar Pradesh,28.711241,77.4445372
635,Ghazipur,Uttar Pradesh,25.603508400000003,83.50745404887138
636,Gonda,Uttar Pradesh,27.1096669,81.9183291218813
637,Gorakhpur,Uttar Pradesh,26.67132865,83.36458284327038
638,Hamirpur,Uttar Pradesh,25.75,80.0
639,Hapur,Uttar Pradesh,28.740612499999997,77.83542556519009
640,Hardoi,Uttar Pradesh,27.33857665,80.0975264641719
641,Hathras,Uttar Pradesh,27.57324325,78.11173866751716
642,Jalaun,Uttar Pradesh,26.105546,79.42765264782076
643,Jaunpur,Uttar Pradesh,25.7955927,82.48834097504385
644,Jhansi,Uttar Pradesh,25.531031149999997,78.65268901605349
645,Kannauj,Uttar Pradesh,26.999697400000002,79.68861212775874
646,Kanpur Dehat,Uttar Pradesh,26.4600465,79.85550999615592
647,Kanpur Nagar,Uttar Pradesh,26.4402119,80.26930513416637
648,Kasganj,Uttar Pradesh,27.883846050000002,78.63489003747873
649,Kaushambi,Uttar Pradesh,25.53609455,81.44672838764605
650,Lakhimpur Kheri,Uttar Pradesh,27.985060150000002,80.75384538357649
651,Kushinagar,Uttar Pradesh,26.7438272,83.9162322
652,Lalitpur,Uttar Pradesh,24.70038485,78.51866758648349
653,Lucknow,Uttar Pradesh,26.8381,80.9346001
654,Mahoba,Uttar Pradesh,25.36176885,79.70499475331877
655,Maharajganj,Uttar Pradesh,27.09254225,83.56696261338257
656,Mainpuri,Uttar Pradesh,27.2098219,79.04813700847944
657,Mathura,Uttar Pradesh,27.633333,77.583333
658,Mau,Uttar Pradesh,26.0376878,83.49793418499047
659,Meerut,Uttar Pradesh,28.916667,77.683333
660,Mirzapur,Uttar Pradesh,24.9356347,82.64770129811649
661,Moradabad,Uttar Pradesh,28.8638424,78.80577833091104
662,Muzaffarnagar,Uttar Pradesh,29.44800635,77.74068502568672
663,Pilibhit,Uttar Pradesh,28.495207649999998,80.10754080018077
664,Pratapgarh,Uttar Pradesh,25.75,81.75
665,Prayagraj,Uttar Pradesh,25.4381302,81.8338005
666,Rae Bareli,Uttar Pradesh,26.25,81.25
667,Rampur,Uttar Pradesh,28.79406825,79.1859304458554
668,Saharanpur,Uttar Pradesh,29.9880774,77.5081299470512
669,Sambhal,Uttar Pradesh,28.61875255,78.55087405404804
670,Sant Kabir Nagar,Uttar Pradesh,26.7882737,82.9600798
671,Shahjahanpur,Uttar Pradesh,27.912633149999998,79.74656294869826
672,Shamli,Uttar Pradesh,29.5008816,77.34838258540861
673,Sitapur,Uttar Pradesh,27.5046392,80.82946583420815
674,Sonbhadra,Uttar Pradesh,24.38657525,83.07863061278505
675,Sultanpur,Uttar Pradesh,26.242510850000002,82.29616931685918
676,Unnao,Uttar Pradesh,26.57550365,80.61376177782856
677,Varanasi,Uttar Pradesh,25.3356491,83.0076292
678,Almora,Uttarakhand,29.703094999999998,79.43317023326716
679,Bageshwar,Uttarakhand,30.0086722,79.9302967950447
680,Chamoli,Uttarakhand,30.499632300000002,79.61879245944404
681,Champawat,Uttarakhand,29.23631315,80.10172076512075
682,Dehradun,Uttarakhand,30.3255646,78.0436813
683,Haridwar,Uttarakhand,29.9384473,78.1452985
684,Nainital,Uttarakhand,29.2031392,79.4176945
685,Pauri Garhwal,Uttarakhand,29.84591115,78.70766746320547
686,Pithoragarh,Uttarakhand,30.12666775,80.48338013734374
687,Rudraprayag,Uttarakhand,30.3009965,79.06287964782695
688,Tehri Garhwal,Uttarakhand,30.5,78.666667
689,Udham Singh Nagar,Uttarakhand,29.048098799999998,79.4313133223357
690,Uttarkashi,Uttarakhand,30.9654214,78.63368731187963
691,Alipurduar,West Bengal,26.4851573,89.5246926
692,Bankura,West Bengal,23.13195425,87.20739720367507
693,Birbhum,West Bengal,24.0,87.583333
694,Cooch Behar,West Bengal,26.3223696,89.4592445
695,Dakshin Dinajpur,West Bengal,25.38703085,88.50471504999999
696,Darjeeling,West Bengal,27.0383718,88.2617544
697,Hooghly,West Bengal,22.9052114,88.3760639
698,Howrah,West Bengal,22.5882216,88.323139
699,Jalpaiguri,West Bengal,26.626483649999997,88.73407701468993
700,Jhargram,West Bengal,22.3770636,87.04867177362203
701,Kalimpong,West Bengal,27.07169,88.4729
702,Kolkata,West Bengal,22.54541245,88.3567751581234
703,Malda,West Bengal,25.0057449,88.1398483
704,Paschim Medinipur,West Bengal,22.3599134,87.41331447600871
705,Murshidabad,West Bengal,24.1745993,88.2721335
706,Nadia,West Bengal,23.48454125,88.55676307470536
707,North 24 Parganas,West Bengal,22.7182799,88.64248090898516
708,Paschim Bardhaman,West Bengal,23.64260775,87.16448126068323
709,Purba Bardhaman,West Bengal,23.391717,87.90621212355462
710,Purba Medinipur,West Bengal,22.06382145,87.74573460267038
711,Purulia,West Bengal,23.29614645,86.34210770023
712,South 24 Parganas,West Bengal,22.1815262,88.53780483989941
713,Uttar Dinajpur,West Bengal,25.8707958,87.96259728449391
714,Saitual,Mizoram,23.6929995,92.965428
715,Hnahthial,Mizoram,22.9663656,93.01026448504744
716,Khawzawl,Mizoram,23.53892045,93.1586839061471
717,Tenkasi,Tamil Nadu,9.09407535,77.47583689833286
718,Chengalpattu,Tamil Nadu,12.76657415,79.99931906821485
719,Ranipet,Tamil Nadu,12.9272641,79.3330076
720,Kallakurichi,Tamil Nadu,11.79468465,79.03882106200822
721,Tirupathur,Tamil Nadu,12.453306399999999,78.55290857022919
